,address,lat,lng
113,65 Lloyd Road,,
114,101 Fernhill Road,45.47123000000005,-123.10176999999999
115,70 Grange Road,43.56711000000007,-80.22628999999995
116,180A Bencoolen Street,1.300047342628928,103.85130184964511
117,263 River Valley Road,51.14365423833564,1.276944811286641
118,2 Saint Martin's Drive,51.26834744048902,1.0910477084931969
119,261 River Valley Road,,
120,2 Marina Boulevard,,
121,260 Joo Chiat Place,,
122,48 Robertson Quay,,
123,10 Beatty Road,1.314230000000066,103.85960000000006
124,25 Meyappa Chettiar Road,1.3308980322121187,103.86689945304158
125,80 Mount Sinai Drive,1.3179719640491356,103.7802189233621
126,9 Jalan Hajijah,29.01365000000004,67.72905000000003
127,8 Dover Rise,51.15461829674543,1.3843897475154827
128,10 Kitchener Link,14.567170000000033,121.03331000000003
129,21 Mccallum Street,1.2796500000000606,103.84739000000008
130,8 Enggor Street,1.2746439786975543,103.84474155672115
131,235 Balestier Road,,
132,53 Grange Road,43.56711000000007,-80.22628999999995
133,612 Telok Blangah Road,1.2724866863677704,103.80743446005857
134,87 Flora Drive,35.585418342421335,-91.73819133305898
135,8 Kitchener Link,14.567170000000033,121.03331000000003
136,205 Balestier Road,,
137,69 Punggol Central,1.410030000000063,103.90594000000004
138,10 Lorong Ampas,1.3262135960749362,103.85353584953282
139,978 Upper Serangoon Road,,
140,520 Balestier Road,,
141,207 River Valley Road,51.14365423833564,1.276944811286641
142,1 Keppel Bay View,48.859370015030436,13.401140018087403
143,9 Newton Road,52.54562000000004,-1.9341199999999503
144,25 Claymore Road,1.3078139775003308,103.83104460492314
145,99 Robertson Quay,1.2918467034082113,103.83640642456544
146,82 Grange Road,,
147,139 Lorong K Telok Kurau,,
148,28 Leonie Hill,1.2971530348514904,103.8319560530744
149,78 Mergui Road,1.317367838377777,103.85214839310021
150,138 Cairnhill Road,57.435253440000054,-2.7583398269999293
151,373 Onan Road,1.3144100000000662,103.89840000000004
152,23 Choa Chu Kang North 6,1.3972868124941726,103.7465233373207
153,11 Lorong 39 Geylang,1.3157401146906125,103.89038319880626
154,33 Rochester Drive,43.97367950571122,-92.39517426060961
155,2 Martin Place,,
156,2 Leonie Hill Road,1.2971939385389817,103.83407332181656
157,21 Keppel Bay View,49.4942200134947,10.646250010768995
158,8 Sims Drive,60.30940000000004,5.322120000000041
159,10 Walshe Road,53.66349000000008,-6.676959999999951
160,113 Rangoon Road,1.3149560295580613,103.85355278097722
161,17 Lorong 41 Geylang,1.3156917511092985,103.89123538690211
162,3 Lorong 41 Geylang,,
163,65 Jurong West Central 3,,
164,81 Poh Huat Road,1.3668485597552973,103.87992752896616
165,6 Sinaran Drive,1.320026169917651,103.84423422533
166,511 Guillemard Road,43.887170000000026,2.3943400000000565
167,295 Ocean Drive,-29.589759999999956,31.14709000000005
168,42 Cairnhill Road,,
169,39 Pasir Panjang Hill,1.2825500000000716,103.78559000000007
170,136B Hillview Avenue,12.967800000000068,80.10269000000005
171,84 Dakota Crescent,1.3063500000000658,103.88428000000005
172,81 Jurong West Central 3,1.339790728567067,103.70495764711171
173,60 Newton Road,52.54562000000004,-1.9341199999999503
174,9 Lim Tua Tow Road,,
175,2 Kitchener Link,,
176,81 Clemenceau Avenue,1.3105000000000473,103.83948000000004
177,21 Keppel Bay Drive,49.4942200134947,10.646250010768995
178,428 River Valley Road,51.14365423833564,1.276944811286641
179,7 Bassein Road,54.70843000000008,20.504820000000052
180,396 River Valley Road,51.14365423833564,1.276944811286641
181,51 West Coast Way,37.51411244801553,-98.8296217735873
182,348 Balestier Road,,
183,5 Peck Hay Road,1.3084911933674022,103.83914085283834
184,23 Amber Road,26.951320000000067,75.84682000000004
185,6 Scotts Road,52.47646000000003,-1.89549999999997
186,5A Balmoral Road,53.387860000000046,-2.3431399999999485
187,27 West Coast Park,1.2931200000000445,103.76551000000006
188,301 Jalan Bukit Ho Swee,1.2871341878954041,103.82781891330507
189,33 Tanglin Road,3.7147600000000693,101.74417000000005
190,93 West Coast Vale,50.67561000000006,-120.32274999999998
191,8 Mount Sophia,41.114810000000034,-75.30128999999994
192,8 Walshe Road,53.66349000000008,-6.676959999999951
193,53 Irrawaddy Road,1.3254187821063255,103.84617880165865
194,63 Tampines Street 86,1.352111288676357,103.9287067132795
195,42 South Buona Vista Road,33.21228664956289,-117.24478061625446
196,60 Havelock Road,,
197,10 Boon Lay Drive,1.342640910922853,103.7121135293097
198,121 Jalan Jurong Kechil,1.3418897845861726,103.7710253055352
199,1 The Knolls,39.28232000000003,-78.35805999999997
200,99 Cairnhill Circle,57.435253440000054,-2.7583398269999293
201,Newton / Novena (D11),53.41709643807052,-6.321844579260554
202,965 Bukit Timah Road,5.4500000000000455,100.26667000000003
203,33 Club Street,1.2824700000000462,103.84633000000008
204,18 Moulmein Rise,1.3195850194057357,103.84648407057227
205,80 Mohamed Sultan Road,1.2912563659675698,103.84068915799293
206,65D Cavenagh Road,-12.462989999999934,130.84419000000003
207,88 Robertson Quay,1.2910116241881366,103.8376115571278
208,23 Claymore Road,1.3084196957333063,103.83079490802754
209,988 Upper Serangoon Road,,
210,2A Wolskel Road,1.3464344345715062,103.87128343985944
211,70 Dalvey Road,,
212,311 Upper Thomson Road,1.3502500000000737,103.83577000000008
213,1 Ridley Park,39.88119000000006,-75.32323999999994
214,1 Liang Seah Street,1.2974400000000514,103.85642000000007
215,72 Lorong M Telok Kurau,1.0666700000000446,102.25000000000006
216,38 Amber Road,26.951320000000067,75.84682000000004
217,145 Devonshire Road,26.671737000000064,-80.05891499999996
218,1 Geylang East Avenue 1,1.3157909509333763,103.8844668324499
219,21 Peck Hay Road,,
220,356 Alexandra Road,,
221,57 Tampines Street 86,,
222,16 Siglap Link,,
223,28 Cuscaden Road,1.3049135456350172,103.82682850762586
224,27 Jalan Merah Saga,3.125851264565698,101.76425939986117
225,35 Lorong Marican,-22.93288512973081,-42.79859929860975
226,19 Cairnhill Circle,57.435253440000054,-2.7583398269999293
227,187 Tanjong Rhu Road,1.2959914707094384,103.87065932334895
228,11A Nassim Road,,
229,214 Upper East Coast Road,1.3128300000000195,103.92608000000007
230,176A Orchard Road,14.583750000000066,121.05648000000008
231,9 Bedok South Avenue 3,23.188750000000027,77.43953000000005
232,10 West Coast Road,12.968920000000026,80.25759000000005
233,53 Cairnhill Road,57.435253440000054,-2.7583398269999293
234,8 Woodleigh Close,52.76561999356636,-7.35612997196435
235,7 Kim Tian Road,1.28543555330738,103.82978765472296
236,16 Spottiswoode Park Road,1.2760237237792609,103.83749221630279
237,3 Ardmore Park,-37.06911999999994,174.9434000000001
238,5 Balmoral Road,53.387860000000046,-2.3431399999999485
239,8 Cairnhill Rise,1.307567214270847,103.83960562936943
240,3 Woodlands Road,53.72807000000006,-1.6446899999999687
241,33 Lloyd Road,,
242,10 Dover Rise,51.15461829674543,1.3843897475154827
243,12 Kim Keat Road,1.3239812857117386,103.85286353707914
244,130 Cairnhill Road,57.435253440000054,-2.7583398269999293
245,76 Bayshore Road,40.73536000000007,-73.28455999999994
246,132 Serangoon Avenue 3,1.3525200000000268,103.87036000000006
247,28 Scotts Road,52.47646000000003,-1.89549999999997
248,5 Rhu Cross,41.238560000000064,-111.95826999999997
249,20 Handy Road,,
250,3 Jervois Close,,
251,5 Siglap Road,,
252,1 Fort Road,6.932161012191273,79.84677914125473
253,3 Anthony Road,1.310130000000072,103.83711000000005
254,22 Simei Rise,1.3489693735488544,103.96052162347388
255,275 Changi Road,1.3175800000000208,103.90582000000006
256,24 Verdun Road,1.3102000000000658,103.85607000000005
257,95 West Coast Drive,1.3138646638551137,103.75967102300359
258,28 Bedok North Drive,1.3243613631112368,103.92914455566984
259,East Coast / Marine Parade (D15),,
260,5 Sophia Road,42.66907112886816,23.37392851940285
261,10 Aljunied Road,1.3139900000000466,103.88197000000008
262,3 South Buona Vista Road,52.11014003591154,-106.66451002728081
263,81B Clemenceau Avenue,1.3105000000000473,103.83948000000004
264,7 Sophia Road,42.3038836451446,23.703391493022565
265,6 Geylang East Avenue 2,1.3169871323355409,103.89004188770895
266,10 Leicester Road,52.57304000000005,-1.201629999999966
267,20 Bedok Rise,1.3276765734551788,103.949805192626
268,503 Sembawang Road,-6.291859999999929,106.80343000000005
269,11 Serangoon North View,39.29541000000006,-80.35137999999995
270,134 Emerald Hill Road,40.727961400120805,-75.62540005476941
271,3 Dundee Road,42.58021003686832,-91.54585483950673
272,9 One-North Gateway,46.31713505197182,-79.46455992267678
273,28 Lorong 26 Geylang,,
274,304 Orchard Road,14.583750000000066,121.05648000000008
275,50D Faber Heights,,
276,50A Toh Tuck Road,,
277,7 Newton Road,52.54562000000004,-1.9341199999999503
278,178 Jalan Eunos,1.327813743300652,103.90625433246896
279,1 Lincoln Road,,
280,118 Kim Seng Road,,
281,8 Siglap Road,,
282,71 Wilkie Road,37.885410000000036,-79.15974999999997
283,1091 Serangoon Road,,
284,810 Geylang Road,1.3100800000000277,103.87110000000007
285,103 Hillview Rise,49.65311000000003,-103.85796999999997
286,69 Cavenagh Road,,
287,330 Pasir Panjang Road,0.8443000000000325,108.88043000000005
288,6 West Coast Road,12.968920000000026,80.25759000000005
289,17 Canberra Drive,1.4378798666586476,103.82947207606838
290,7 Mount Emily Road,46.62163975821103,-111.96258136912091
291,88 Mackenzie Road,1.304770000000076,103.84953000000007
292,2 Jurong Lake Link,1.3419400000000223,103.72639000000004
293,70 Niven Road,,
294,59 Ang Mo Kio Avenue 8,1.3703042927059812,103.84838634349796
295,67 Hume Avenue,53.48028794734403,-2.250747400558122
296,2 Jalan Mat Jambol,42.48780000000005,26.511030000000062
297,6 Alexandra View,-45.25953292667288,169.38250871772692
298,29 Yishun Central 1,1.4267720009324876,103.83608397275026
299,73 Oxley Rise,55.059090000000026,9.33278000000007
300,119 West Coast Crescent,,
301,1 Sunshine Terrace,,
302,160 Killiney Road,-37.81171999999998,144.96972000000005
303,100 Grange Road,43.56711000000007,-80.22628999999995
304,52 Faber Walk,1.3235989451983983,103.75518075365346
305,122 Tanjong Rhu Road,1.298021986753696,103.87444207625202
306,191 Tanjong Rhu Road,1.296738256372862,103.87135083036094
307,1M Pine Grove,38.41346000000004,-120.65952999999996
308,28A Jalan Lempeng,,
309,1 Bedok South Avenue 3,,
310,97 Prince Charles Crescent,,
311,138 Serangoon Avenue 3,1.3525200000000268,103.87036000000006
312,100 Holland Road,52.78782000000007,-0.14715999999992846
313,176 Jalan Jurong Kechil,1.344293235495826,103.76945471566609
314,60 Kim Keat Road,,
315,7 Chwee Chian Road,,
316,31 Boon Lay Drive,1.3426069223054782,103.71019968935764
317,3 Buckley Road,42.31683000000004,-87.90578999999997
318,18 Siglap Link,1.3076516514346672,103.92866915032532
319,90 Flora Road,,
320,3 Jalan Hajijah,29.01365000000004,67.72905000000003
321,781 Upper Changi Road East,1.3479427161384052,103.96158654427228
322,231A Pasir Panjang Road,,
323,225 Pasir Panjang Road,0.8443000000000325,108.88043000000005
324,121 Sunset Way,32.61547601903578,-90.05463404117833
325,130 Tanjong Rhu Road,1.2974165199778156,103.87216622190186
326,106 Oxley Rise,,
327,398 Kallang Road,,
328,11A Mount Sinai Lane,,
329,16 Lorong 35 Geylang,,
330,130 Hillview Avenue,,
331,32 Lincoln Road,52.58834000000007,-0.24678999999997586
332,110 Sophia Road,25.03896000000003,121.56740000000002
333,10A Mount Sophia,41.114810000000034,-75.30128999999994
334,767 Upper Serangoon Road,,
335,404 Dunearn Road,,
336,13 Fernvale Close,1.3950694219186346,103.88110501872427
337,9 Rhu Cross,41.238560000000064,-111.95826999999997
338,67 West Coast Way,37.51411244801553,-98.8296217735873
339,65 Cavenagh Road,-12.462989999999934,130.84419000000003
340,51 Cairnhill Circle,,
341,20 Upper Circular Road,1.2886400000000435,103.84837000000005
342,8 Jalan Mutiara,,
343,4 Ardmore Park,39.99657000000008,-75.29884999999996
344,7 Draycott Drive,1.3088500000000636,103.83080000000007
345,60 Fernhill Road,45.47123000000005,-123.10176999999999
346,50 Bayshore Road,40.73536000000007,-73.28455999999994
347,10 Adis Road,,
348,7 Anthony Road,1.310130000000072,103.83711000000005
349,Beach Road / Bugis / Rochor (D7),,
350,543 East Coast Road,,
351,42 Mount Vernon Road,,
352,39 Jervois Road,-35.257649999999956,139.45162000000005
353,10 Tanglin Road,3.7147600000000693,101.74417000000005
354,63 Cavenagh Road,-12.462989999999934,130.84419000000003
355,100 Oxley Rise,37.10621500000008,-113.58205499999997
356,1 Oxley Rise,1.2973100000000386,103.84320000000008
357,33 Oxley Rise,55.059090000000026,9.33278000000007
358,23 Newton Road,52.54562000000004,-1.9341199999999503
359,6 Suffolk Walk,,
360,41 Boon Teck Road,,
361,539 East Coast Road,1.3046600000000694,103.90420000000006
362,894 Upper Bukit Timah Road,1.3404100000000199,103.77221000000009
363,42 East Coast Road,1.3046600000000694,103.90420000000006
364,16 Shelford Road,,
365,17 Mount Sophia,41.114810000000034,-75.30128999999994
366,734 Upper Changi Road East,1.3453742076388409,103.96384454516874
367,60 Chestnut Avenue,52.08789000000007,-0.25981999999993377
368,Orchard / River Valley (D9),44.96958879322924,-115.48743983952419
369,17 Gambir Walk,1.344864587925784,103.87510173203196
370,80 Wilkie Road,1.3031400000000417,103.84774000000004
371,41A Bedok Ria Crescent,,
372,1 Lorong 27 Geylang,1.3139404781693287,103.88356091635467
373,14 Canberra Drive,1.4387457591661956,103.8316878321728
374,99 Prince Charles Crescent,,
375,808 Thomson Road,22.277480000000025,114.17496000000006
376,28 Bukit Batok East Avenue 2,1.3519734476469267,103.7578132579838
377,8 Sin Ming Road,,
378,336 River Valley Road,,
379,101 West Coast Vale,50.67561000000006,-120.32274999999998
380,150 Prince Charles Crescent,,
381,10 Meyappa Chettiar Road,,
382,1 Lorong 5 Toa Payoh,1.3344800000000419,103.85108000000008
383,46 Marine Parade Road,1.2995580962391386,103.90152392159285
384,90 Saint Francis Road,35.68625000000003,-105.94008999999994
385,3 Meyer Place,1.2986300000000597,103.88651000000004
386,226 Jalan Eunos,1.32749439278966,103.9062451961945
387,10 Sims Drive,60.30940000000004,5.322120000000041
388,180B Bencoolen Street,1.300047342628928,103.85130184964511
389,119D Emerald Hill Road,40.727961400120805,-75.62540005476941
390,576 Upper East Coast Road,1.3128300000000195,103.92608000000007
391,25 Simei Street 3,,
392,6 Buckley Road,,
393,95 Prince Charles Crescent,46.308248986453,-63.76340286916063
394,308 Telok Kurau Road,,
395,65 Devonshire Road,,
396,3 Chwee Chian Road,,
397,12 Meyappa Chettiar Road,1.3309250392283942,103.8676230480909
398,38 Draycott Drive,1.309632976217955,103.8306884578572
399,3 Suffolk Road,40.853367722786736,-72.44441292775011
400,131 Serangoon Avenue 3,,
401,145 Serangoon Avenue 3,1.3525200000000268,103.87036000000006
402,2 Ford Avenue,37.761125046649795,-100.00428319016666
403,39 Marine Parade,,
404,1 Claymore Drive,,
405,21 Tampines Street 86,,
406,2 Fifth Avenue,,
407,93 Tampines Avenue 1,,
408,112 Oxley Rise,41.4553503853735,-93.13457995333457
409,21 Lorong 28 Geylang,,
410,218 Pasir Panjang Road,,
411,86 Tanah Merah Kechil Avenue,1.3284415478484846,103.94634958540382
412,6 Tanah Merah Kechil Link,-27.684797828476682,153.17943493788562
413,408 River Valley Road,51.14365423833564,1.276944811286641
414,1F Pine Grove,38.41346000000004,-120.65952999999996
415,400 River Valley Road,51.14365423833564,1.276944811286641
416,238 Orchard Boulevard,,
417,5A Shenton Way,52.59977683500006,-1.4155915509999772
418,10 Bedok Rise,1.3270811649631185,103.94777232964884
419,2 Akyab Road,1.3224429131124396,103.84817553863309
420,6 Saint Martin's Drive,51.26834744048902,1.0910477084931969
421,21 Marina Way,-35.04148495618323,138.51330507943095
422,34 Bayshore Road,40.73536000000007,-73.28455999999994
423,80 Grange Road,43.56711000000007,-80.22628999999995
424,298 Beach Road,11.923890000000029,79.83346000000006
425,30 Keppel Bay Drive,50.05326001441725,9.067870000874564
426,12 West Coast Road,12.968920000000026,80.25759000000005
427,172 Jalan Jurong Kechil,1.3447230594906614,103.76962218609157
428,2 Mistri Road,1.2742635660219293,103.84600680500546
429,70 Dakota Crescent,,
430,233 Upper Paya Lebar Road,,
431,1 Simei Street 4,53.79735000000005,-1.7584599999999568
432,23 Jalan Rajah,34.79639000000003,70.33083000000005
433,1 Leedon Heights,41.03717000000006,-111.92410999999998
434,608 Telok Blangah Road,1.2716406170612373,103.8076378888486
435,2 Whampoa East,,
436,18 Tanah Merah Kechil Link,,
437,8 Jelebu Road,1.3786165422660446,103.76261550177009
438,114 Oxley Rise,55.059090000000026,9.33278000000007
439,8 Lorong 26 Geylang,1.312445062823798,103.88457646774339
440,70 Lorong M Telok Kurau,1.0666700000000446,102.25000000000006
441,62 Havelock Road,40.853810023064696,-96.63581935483596
442,Tanglin / Holland (D10),53.34063538600003,-6.354218456999945
443,76 Lorong M Telok Kurau,1.0666700000000446,102.25000000000006
444,57 Grange Road,43.56711000000007,-80.22628999999995
445,87 Pasir Panjang Hill,1.2825500000000716,103.78559000000007
446,30 Mount Sophia,41.114810000000034,-75.30128999999994
447,5 Cuscaden Walk,50.44572000000005,6.102460000000065
448,33 Keppel Bay View,,
449,26 Choa Chu Kang Street 64,,
450,55 Siglap Road,,
451,26 Sea Avenue,,
452,11 Bedok South Avenue 3,,
453,26 Bedok North Drive,,
454,53 Jurong East Avenue 1,1.3440530520603318,103.73336006129784
455,11B Nassim Road,,
456,31 Tan Kim Cheng Road,1.321039866339902,103.8117342087495
457,551 East Coast Road,1.3046600000000694,103.90420000000006
458,68 Stevens Road,37.35031094079943,-101.06799355364694
459,45 Amber Road,26.951320000000067,75.84682000000004
460,38 Dover Rise,51.15461829674543,1.3843897475154827
461,57 Pasir Ris Drive 1,1.3736291841481005,103.9414596669103
462,7 Serangoon North View,39.29541000000006,-80.35137999999995
463,20 Lincoln Road,52.58834000000007,-0.24678999999997586
464,255 Arcadia Road,37.75739016182495,-94.64013975501877
465,33 Simei Street 4,1.3418678047001196,103.95609900039483
466,2 Cactus Road,54.176420000000064,45.18661000000003
467,11B Mount Sinai Lane,1.3154843828247351,103.78452286300461
468,1 Keppel Bay Drive,48.859370015030436,13.401140018087403
469,127 Lorong L Telok Kurau,1.0666700000000446,102.25000000000006
470,99 Sophia Road,-32.88238999999993,-68.84392999999994
471,1 Balmoral Crescent,1.3158159290048417,103.8339667878272
472,22 Lorong Puntong,1.3605767587947497,103.83131793878567
473,1 Duchess Road,,
474,139 Tyrwhitt Road,1.3115820620728584,103.8599444012437
475,12 Devonshire Road,,
476,10 Lorong Limau,4.826100044802807,100.69876007768269
477,36 Ah Hood Road,1.3284728123473286,103.84835859939847
478,75 Yishun Avenue 11,1.4244784188570776,103.84796213537828
479,6 Tanjong Rhu Road,1.298322352253976,103.88450103061484
480,90 Robertson Quay,1.2908341275951045,103.8372803217905
481,5 Shenton Way,41.29335692514571,-73.0691898457389
482,8 Paterson Hill,59.293690000000026,-99.65684999999996
483,4 Meyappa Chettiar Road,1.3309250392283942,103.8676230480909
484,5 Mount Emily Road,46.62163975821103,-111.96258136912091
485,122 Race Course Road,31.65202000000005,74.88089000000008
486,162 Haig Road,1.3063400000000343,103.89877000000007
487,533 Bedok Reservoir Road,1.342610000000036,103.92539000000005
488,93 Pasir Ris Grove,1.3709201949513101,103.94389821400114
489,4 Kitchener Link,14.567170000000033,121.03331000000003
490,191 Meyer Road,,
491,9 Tan Quee Lan Street,,
492,20 Craig Road,,
493,16 Jalan Novena Barat,,
494,4B Liang Seah Street,1.2974400000000514,103.85642000000007
495,3 Fraser Street,53.409980000000076,-2.9765199999999368
496,160 Haig Road,,
497,3A Ontario Avenue,42.890250034579196,-78.93063491160545
498,1177 Serangoon Road,,
499,61 Lorong Sarhad,1.280368860475889,103.78899226141579
500,23 Hillview Avenue,12.967800000000068,80.10269000000005
501,331 River Valley Road,51.14365423833564,1.276944811286641
502,132 Tanjong Rhu Road,1.2975516362569977,103.87060199113125
503,1 Zion Close,,
504,32 Choa Chu Kang Street 64,1.398082883748259,103.751312421519
505,100 Jervois Road,-35.257649999999956,139.45162000000005
506,21 Leonie Hill,51.36938760262401,1.1140542092929855
507,70 Saint Patrick's Road,,
508,13 Cove Drive,,
509,83 Yishun Street 81,,
510,4 Sinaran Drive,1.3192963885698958,103.84548385806636
511,8 Farrer Road,43.657423552320225,-97.78042993655933
512,31 Simei Rise,1.349837990174919,103.96140046602181
513,130 Serangoon Avenue 3,1.3525200000000268,103.87036000000006
514,1 Opal Crescent,1.327512455791009,103.86729189374825
515,118 Killiney Road,1.2979700000000207,103.83841000000007
516,17 Fernvale Lane,44.108926099497545,-123.1340644891227
517,109 Petir Road,,
518,47B Edgefield Plains,1.401133435499446,103.90807261872482
519,81 West Coast Crescent,1.298083048918329,103.76431442972472
520,1 Sin Ming Walk,1.3647702474669394,103.83211144162736
521,22 Bayshore Road,40.73536000000007,-73.28455999999994
522,78 Tanah Merah Kechil Avenue,1.3280525856316387,103.94689809714765
523,3 Paya Lebar Crescent,34.232973200234234,-118.25740908167037
524,9 Still Road,36.83600700000005,-76.30119399999995
525,33 Mackenzie Road,1.304770000000076,103.84953000000007
526,9 Sophia Road,-32.88238999999993,-68.84392999999994
527,15 Mount Emily Road,46.62163975821103,-111.96258136912091
528,22 Canberra Drive,1.4451860706598507,103.82598589511878
529,16 Stirling Road,56.06626000000006,-4.4509499999999775
