address,lat,long,cluster_label
"Stevens Drive, Singapore",1.3170549809551182,103.8270707252239,3
"Clementi Avenue , Singapore",1.3143800000000283,103.76537000000008,5
"Rodyk Street, Singapore",1.2915286927758554,103.83834363850228,-1
"Marine Parade, Singapore",1.3030600000000732,103.90778000000006,5
"Woodsville Close, Singapore",1.329751864232516,103.86796891669783,5
"Jellicoe Road, Singapore",1.3078452429524274,103.86212742733588,5
"Lorong Ampas, Singapore",1.3261754352193222,103.85293559908143,2
"Still Road South, Singapore",1.3033382756748086,103.9104880271309,0
"Woodlands Drive , Singapore",1.4382937485140477,103.78412920734044,5
"Jalan Merah Saga, Singapore",1.31209816038367,103.79837282008124,2
"Pasir Ris Link, Singapore",1.3770725011027496,103.96045797365454,0
"Pasir Ris Heights, Singapore",1.381597835919535,103.94344800562544,0
"Simei Rise, Singapore",1.347595800030068,103.95919364521868,0
"Aljunied Road, Singapore",1.3193522436665923,103.88184384272508,2
"Onan Road, Singapore",1.3100621963629255,103.90113098581593,1
"Chestnut Avenue, Singapore",1.371189994973034,103.78167060402464,0
"Dundee Road, Singapore",1.294852683292519,103.8071651611194,2
"Cantonment Road, Singapore",1.2761288596461031,103.84081324041637,4
"Pasir Ris Drive , Singapore",1.366639852162459,103.96367638140734,2
"Balmoral Crescent, Singapore",1.315474804106158,103.83471873490944,-1
"Sunshine Terrace, Singapore",1.345319557630134,103.87259395042088,2
"Sunset Way, Singapore",1.3213400000000206,103.77077000000008,2
"Keng Chin Road, Singapore",1.3177773708622664,103.8304725817688,-1
"Mount Sinai Lane, Singapore",1.315719705996103,103.7853741157184,0
"Upper Circular Road, Singapore",1.288729012612599,103.8482262491473,0
"Bedok Rise, Singapore",1.3255700783071112,103.94670667539803,0
"Mount Vernon Road, Singapore",1.3430687232609202,103.87902416935142,-1
"Bideford Road, Singapore",1.3035331131032002,103.8366525763544,-1
"Suffolk Walk, Singapore",1.3152556406870772,103.84456230972174,5
"Jurong West Avenue , Singapore",1.348561593703418,103.7073974717094,-1
"Gambir Walk, Singapore",1.3444479315394036,103.87498973430446,0
"Upper Serangoon View, Singapore",1.3749192101080652,103.90313043888024,0
"Jurong East Street , Singapore",1.3298714002007386,103.74553380784718,5
"Elias Road, Singapore",1.379251693925826,103.9416457133965,-1
"Saint Francis Road, Singapore",1.325054208771825,103.8639152438973,3
"Meyer Place, Singapore",1.298635458247098,103.88648967905274,0
"Lew Lian Vale, Singapore",1.3493419700997578,103.87801934679877,2
"Chay Yan Street, Singapore",1.2825635966984457,103.83109272765785,2
"Ford Avenue, Singapore",1.314283953633213,103.79603343995974,-1
"Fifth Avenue, Singapore",1.3291312690955197,103.79585947961787,-1
"Tampines Avenue , Singapore",1.3669993288732882,103.92709817746952,0
"Jalan Lokam, Singapore",1.3465849814060775,103.88424106060958,2
"Pheng Geck Avenue, Singapore",1.33144567938559,103.86992731148422,2
"Tiong Poh Road, Singapore",1.2831735446903263,103.83330020221288,2
"Chancery Hill Road, Singapore",1.3247740307110711,103.83891064925892,-1
"Jelebu Road, Singapore",1.3803977552168218,103.76365960900468,1
"Hullet Road, Singapore",1.3032935091881808,103.83856670523193,4
"Choa Chu Kang Street , Singapore",1.3946818457556345,103.7484676461795,-1
"Woodgrove Drive, Singapore",1.4290034422324005,103.78179076229512,2
"Jurong East Avenue , Singapore",1.3467814069012825,103.7316347865534,-1
"Arcadia Road, Singapore",1.3335577205697149,103.81234386062476,2
"Robinson Road, Singapore",1.2796278774539722,103.84928402526047,4
"Ewe Boon Road, Singapore",1.3169242706722388,103.8297986644476,-1
"Haig Road, Singapore",1.3094519809242553,103.8977456561908,1
"Bedok Reservoir Road, Singapore",1.3370306028953387,103.92163939327092,0
"Kim Yam Road, Singapore",1.2952323540454924,103.83875344111227,-1
"Tembeling Road, Singapore",1.3095937280411083,103.90347545498416,5
"Zion Close, Singapore",1.2931500230865416,103.83095203274884,5
"Cove Drive, Singapore",1.239770200484522,103.83409473716408,-1
"Ceylon Road, Singapore",1.3084203954344096,103.90074671006944,1
"West Coast Walk, Singapore",1.3089326502080447,103.76089879869794,-1
"Orchard Turn, Singapore",1.3016001764356784,103.8351741834394,-1
"Lorong Mydin, Singapore",1.320344257506051,103.91146355596484,2
"Youngberg Terrace, Singapore",1.3397707866469948,103.86985975483957,-1
"Jalan Membina, Singapore",1.2833538483436258,103.82662258642164,2
"Robin Drive, Singapore",1.3189668996228838,103.82780153919909,3
"Bukit Batok East Avenue , Singapore",1.3513218111080672,103.75644626913318,-1
"Chapel Road, Singapore",1.3060430024383416,103.90774990751471,5
"Yan Kit Road, Singapore",1.2759280960514572,103.8418223767581,-1
"Pearl, Singapore",1.2904100000000651,103.85211000000004,-1
"Balmoral Park, Singapore",1.3160443624538003,103.82816259598296,2
"Nassim Hill, Singapore",1.306391941089335,103.82232780808611,4
"Compassvale Road, Singapore",1.3917973392787617,103.89771191773804,2
"Rosewood Drive, Singapore",1.4276645441912763,103.78508190534389,0
"Everitt Road, Singapore",1.3113086824913174,103.9037004842841,1
"Kim Seng Walk, Singapore",1.2947513965840494,103.8313538241995,5
"Eng Hoon Street, Singapore",1.2837504926891146,103.83418770028965,2
"Jalan Bunga Rampai, Singapore",1.339257935175682,103.88278435815678,2
"Oxford Road, Singapore",1.3157221021873868,103.85269277592782,5
"King Albert Park, Singapore",1.3344400000000292,103.77972000000004,-1
"Wilkie Terrace, Singapore",1.3025920518220315,103.84894679945378,5
"Taman Serasi, Singapore",1.308363549554312,103.81954732756836,0
"Mountbatten Road, Singapore",1.3025481935136725,103.89817065740849,4
"Sengkang East Avenue, Singapore",1.3867492830248804,103.89359740994644,2
"Kovan Rise, Singapore",1.357656713276015,103.88072598906268,-1
"Upper Paya Lebar Road, Singapore",1.343294663997337,103.88277137157796,2
"Shan Road, Singapore",1.3249666739557753,103.84673968114936,2
"Leedon Road, Singapore",1.3158987511808582,103.79840131691437,-1
"Fernhill Crescent, Singapore",1.3132554937016077,103.82433400565216,-1
"Mariam Way, Singapore",1.3606777111278114,103.96875700770792,0
"Bright Hill Drive, Singapore",1.3602833605383828,103.83263259992492,0
"Tanjong Katong Road, Singapore",1.300340141671856,103.89714525969336,-1
"Geylang Road, Singapore",1.3132860253429204,103.88308085125662,2
"Wishart Road, Singapore",1.2702993521746964,103.8137110784422,0
"Carlisle Road, Singapore",1.3140154954969177,103.84846870970355,2
"Orange Grove Road, Singapore",1.3081123593098427,103.82809807377429,5
"Bedok Reservoir View, Singapore",1.3372707019313186,103.93531896653565,0
"Trevose Crescent, Singapore",1.3250654008361615,103.8248948860208,3
"Upper Cross Street, Singapore",1.2852512084695775,103.84354366886512,4
"New Bridge Road, Singapore",1.2832094177159332,103.8426851020888,4
"Upper Thomson Road, Singapore",1.3456205967312274,103.8379774122463,0
"Simon Lane, Singapore",1.363222481767013,103.88440833307226,2
"Keng Cheow Street, Singapore",1.2880010382023532,103.84391585507046,4
"Cactus Drive, Singapore",1.388236000757065,103.8542148139092,3
"Mcnally Street, Singapore",1.3024132376788815,103.8512466617565,5
"Woodlands Avenue , Singapore",1.432455449310523,103.78803487988549,5
"Jalan Sendudok, Singapore",1.4438916893519305,103.82660988853182,2
"Jalan Novena, Singapore",1.323257990356889,103.84295572828306,1
"Oxley Garden, Singapore",1.2971527414848794,103.8421802147488,5
