pk,category,subid,main_category
90,Café,4bf58dd8d48988d16d941735,Food
90,Coffee Shop,4bf58dd8d48988d1e0931735,Food
90,French Restaurant,4bf58dd8d48988d10c941735,Food
90,Indian Restaurant,4bf58dd8d48988d10f941735,Food
90,Malay Restaurant,4bf58dd8d48988d156941735,Food
90,Thai Restaurant,4bf58dd8d48988d149941735,Food
90,Dessert Shop,4bf58dd8d48988d1d0941735,Food
90,Bakery,4bf58dd8d48988d16a941735,Food
90,Supermarket,52f2ab2ebcbc57f1066b8b46,Shop & Service
90,Coffee Shop,4bf58dd8d48988d1e0931735,Food
90,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,Food
90,Noodle House,4bf58dd8d48988d1d1941735,Food
90,Satay Restaurant,56aa371be4b08b9a8d57350e,Food
90,Asian Restaurant,4bf58dd8d48988d142941735,Food
90,Paper / Office Supplies Store,4bf58dd8d48988d121951735,Shop & Service
