pk,category,subid,main_category
0,Japanese Restaurant,4bf58dd8d48988d111941735,Food
0,Coffee Shop,4bf58dd8d48988d1e0931735,Food
0,Dessert Shop,4bf58dd8d48988d1d0941735,Food
0,Coffee Shop,4bf58dd8d48988d1e0931735,Food
0,Hotel,4bf58dd8d48988d1fa931735,Not A Match
0,Gym / Fitness Center,4bf58dd8d48988d175941735,Outdoors & Recreation
0,Ramen Restaurant,55a59bace4b013909087cb24,Food
0,Kebab Restaurant,5283c7b4e4b094cb91ec88d7,Food
0,Bakery,4bf58dd8d48988d16a941735,Food
0,Café,4bf58dd8d48988d16d941735,Food
0,Hotel,4bf58dd8d48988d1fa931735,Not A Match
0,Spanish Restaurant,4bf58dd8d48988d150941735,Food
0,Bar,4bf58dd8d48988d116941735,Nightlife Spot
0,Gym / Fitness Center,4bf58dd8d48988d175941735,Outdoors & Recreation
0,Sports Club,52e81612bcbc57f1066b7a2e,Outdoors & Recreation
0,Ramen Restaurant,55a59bace4b013909087cb24,Food
0,BBQ Joint,4bf58dd8d48988d1df931735,Food
0,Bagel Shop,4bf58dd8d48988d179941735,Food
0,Japanese Restaurant,4bf58dd8d48988d111941735,Food
0,Sushi Restaurant,4bf58dd8d48988d1d2941735,Food
0,Tapas Restaurant,4bf58dd8d48988d1db931735,Food
0,Gym / Fitness Center,4bf58dd8d48988d175941735,Outdoors & Recreation
0,Korean Restaurant,4bf58dd8d48988d113941735,Food
0,Bookstore,4bf58dd8d48988d114951735,Shop & Service
0,Bakery,4bf58dd8d48988d16a941735,Food
0,Discount Store,52dea92d3cf9994f4e043dbb,Shop & Service
0,Coffee Shop,4bf58dd8d48988d1e0931735,Food
0,Seafood Restaurant,4bf58dd8d48988d1ce941735,Food
0,Japanese Restaurant,4bf58dd8d48988d111941735,Food
0,Coffee Shop,4bf58dd8d48988d1e0931735,Food
1,Hotel,4bf58dd8d48988d1fa931735,Not A Match
1,Hotel,4bf58dd8d48988d1fa931735,Not A Match
1,Boutique,4bf58dd8d48988d104951735,Shop & Service
1,Chinese Restaurant,4bf58dd8d48988d145941735,Food
1,Nail Salon,4f04aa0c2fb6e1c99f3db0b8,Shop & Service
1,Café,4bf58dd8d48988d16d941735,Food
1,Japanese Restaurant,4bf58dd8d48988d111941735,Food
1,Japanese Restaurant,4bf58dd8d48988d111941735,Food
1,French Restaurant,4bf58dd8d48988d10c941735,Food
1,Gym,4bf58dd8d48988d176941735,Outdoors & Recreation
1,Ice Cream Shop,4bf58dd8d48988d1c9941735,Food
1,Hotel,4bf58dd8d48988d1fa931735,Not A Match
1,Hotel,4bf58dd8d48988d1fa931735,Not A Match
1,Bakery,4bf58dd8d48988d16a941735,Food
1,Supermarket,52f2ab2ebcbc57f1066b8b46,Shop & Service
1,Miscellaneous Shop,4bf58dd8d48988d1ff941735,Shop & Service
1,Japanese Restaurant,4bf58dd8d48988d111941735,Food
1,Japanese Restaurant,4bf58dd8d48988d111941735,Food
1,Hotel,4bf58dd8d48988d1fa931735,Not A Match
1,Speakeasy,4bf58dd8d48988d1d4941735,Nightlife Spot
1,Cosmetics Shop,4bf58dd8d48988d10c951735,Shop & Service
1,Dim Sum Restaurant,4bf58dd8d48988d1f5931735,Food
1,Shopping Mall,4bf58dd8d48988d1fd941735,Shop & Service
1,Hotel,4bf58dd8d48988d1fa931735,Not A Match
1,Bakery,4bf58dd8d48988d16a941735,Food
1,Movie Theater,4bf58dd8d48988d17f941735,Arts & Entertainment
1,Scenic Lookout,4bf58dd8d48988d165941735,Outdoors & Recreation
1,Boutique,4bf58dd8d48988d104951735,Shop & Service
1,Breakfast Spot,4bf58dd8d48988d143941735,Food
1,Hotel,4bf58dd8d48988d1fa931735,Not A Match
2,Dumpling Restaurant,4bf58dd8d48988d108941735,Food
2,Café,4bf58dd8d48988d16d941735,Food
2,Coffee Shop,4bf58dd8d48988d1e0931735,Food
2,Japanese Restaurant,4bf58dd8d48988d111941735,Food
2,Climbing Gym,503289d391d4c4b30a586d6a,Outdoors & Recreation
2,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735,Food
2,Seafood Restaurant,4bf58dd8d48988d1ce941735,Food
2,Café,4bf58dd8d48988d16d941735,Food
2,Bar,4bf58dd8d48988d116941735,Nightlife Spot
2,Furniture / Home Store,4bf58dd8d48988d1f8941735,Shop & Service
2,Seafood Restaurant,4bf58dd8d48988d1ce941735,Food
2,Office,4bf58dd8d48988d124941735,Not A Match
2,Indian Restaurant,4bf58dd8d48988d10f941735,Food
2,Sandwich Place,4bf58dd8d48988d1c5941735,Food
2,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735,Food
2,Seafood Restaurant,4bf58dd8d48988d1ce941735,Food
2,Shopping Mall,4bf58dd8d48988d1fd941735,Shop & Service
2,Chinese Restaurant,4bf58dd8d48988d145941735,Food
2,Dim Sum Restaurant,4bf58dd8d48988d1f5931735,Food
2,Food Court,4bf58dd8d48988d120951735,Food
2,Japanese Restaurant,4bf58dd8d48988d111941735,Food
2,Hobby Shop,4bf58dd8d48988d1fb941735,Shop & Service
2,Bistro,52e81612bcbc57f1066b79f1,Food
2,Chinese Restaurant,4bf58dd8d48988d145941735,Food
2,Chinese Restaurant,4bf58dd8d48988d145941735,Food
2,Café,4bf58dd8d48988d16d941735,Food
2,Food Court,4bf58dd8d48988d120951735,Food
2,Metro Station,4bf58dd8d48988d1fd931735,Not A Match
2,Thai Restaurant,4bf58dd8d48988d149941735,Food
2,Chinese Restaurant,4bf58dd8d48988d145941735,Food
3,Hotel,4bf58dd8d48988d1fa931735,Not A Match
3,Scenic Lookout,4bf58dd8d48988d165941735,Outdoors & Recreation
3,Chinese Restaurant,4bf58dd8d48988d145941735,Food
3,Shopping Mall,4bf58dd8d48988d1fd941735,Shop & Service
3,Cosmetics Shop,4bf58dd8d48988d10c951735,Shop & Service
3,Nail Salon,4f04aa0c2fb6e1c99f3db0b8,Shop & Service
3,Bakery,4bf58dd8d48988d16a941735,Food
3,Supermarket,52f2ab2ebcbc57f1066b8b46,Shop & Service
3,Coffee Shop,4bf58dd8d48988d1e0931735,Food
3,Boutique,4bf58dd8d48988d104951735,Shop & Service
3,Boutique,4bf58dd8d48988d104951735,Shop & Service
3,Chocolate Shop,52f2ab2ebcbc57f1066b8b31,Shop & Service
3,Clothing Store,4bf58dd8d48988d103951735,Shop & Service
3,Movie Theater,4bf58dd8d48988d17f941735,Arts & Entertainment
3,Paper / Office Supplies Store,4bf58dd8d48988d121951735,Shop & Service
3,Hotel,4bf58dd8d48988d1fa931735,Not A Match
3,Speakeasy,4bf58dd8d48988d1d4941735,Nightlife Spot
3,Miscellaneous Shop,4bf58dd8d48988d1ff941735,Shop & Service
3,Ice Cream Shop,4bf58dd8d48988d1c9941735,Food
3,Japanese Restaurant,4bf58dd8d48988d111941735,Food
3,Hotel,4bf58dd8d48988d1fa931735,Not A Match
3,Japanese Restaurant,4bf58dd8d48988d111941735,Food
3,Boutique,4bf58dd8d48988d104951735,Shop & Service
3,Jewelry Store,4bf58dd8d48988d111951735,Shop & Service
3,Café,4bf58dd8d48988d16d941735,Food
3,Sushi Restaurant,4bf58dd8d48988d1d2941735,Food
3,Breakfast Spot,4bf58dd8d48988d143941735,Food
3,Hotel,4bf58dd8d48988d1fa931735,Not A Match
3,French Restaurant,4bf58dd8d48988d10c941735,Food
3,Bakery,4bf58dd8d48988d16a941735,Food
4,Climbing Gym,503289d391d4c4b30a586d6a,Outdoors & Recreation
4,Café,4bf58dd8d48988d16d941735,Food
4,BBQ Joint,4bf58dd8d48988d1df931735,Food
4,Food Court,4bf58dd8d48988d120951735,Food
4,Chinese Restaurant,4bf58dd8d48988d145941735,Food
4,Boarding House,4f4530a74b9074f6e4fb0100,Not A Match
4,BBQ Joint,4bf58dd8d48988d1df931735,Food
4,Chinese Restaurant,4bf58dd8d48988d145941735,Food
4,Seafood Restaurant,4bf58dd8d48988d1ce941735,Food
4,Cantonese Restaurant,52af3a7c3cf9994f4e043bed,Food
4,Seafood Restaurant,4bf58dd8d48988d1ce941735,Food
4,Yoga Studio,4bf58dd8d48988d102941735,Outdoors & Recreation
4,Seafood Restaurant,4bf58dd8d48988d1ce941735,Food
4,Noodle House,4bf58dd8d48988d1d1941735,Food
4,Dessert Shop,4bf58dd8d48988d1d0941735,Food
4,Convenience Store,4d954b0ea243a5684a65b473,Shop & Service
4,Bar,4bf58dd8d48988d116941735,Nightlife Spot
4,Dim Sum Restaurant,4bf58dd8d48988d1f5931735,Food
4,Noodle House,4bf58dd8d48988d1d1941735,Food
4,Noodle House,4bf58dd8d48988d1d1941735,Food
4,Seafood Restaurant,4bf58dd8d48988d1ce941735,Food
4,Coffee Shop,4bf58dd8d48988d1e0931735,Food
4,Breakfast Spot,4bf58dd8d48988d143941735,Food
4,Asian Restaurant,4bf58dd8d48988d142941735,Food
4,Spa,4bf58dd8d48988d1ed941735,Shop & Service
4,Food Court,4bf58dd8d48988d120951735,Food
4,Dessert Shop,4bf58dd8d48988d1d0941735,Food
4,Martial Arts School,4bf58dd8d48988d101941735,Outdoors & Recreation
4,Noodle House,4bf58dd8d48988d1d1941735,Food
4,Noodle House,4bf58dd8d48988d1d1941735,Food
5,Cantonese Restaurant,52af3a7c3cf9994f4e043bed,Food
5,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735,Food
5,Noodle House,4bf58dd8d48988d1d1941735,Food
5,Chinese Restaurant,4bf58dd8d48988d145941735,Food
5,Food Court,4bf58dd8d48988d120951735,Food
5,Chinese Restaurant,4bf58dd8d48988d145941735,Food
5,Chinese Restaurant,4bf58dd8d48988d145941735,Food
5,Filipino Restaurant,4eb1bd1c3b7b55596b4a748f,Food
5,Dessert Shop,4bf58dd8d48988d1d0941735,Food
5,Seafood Restaurant,4bf58dd8d48988d1ce941735,Food
5,Bar,4bf58dd8d48988d116941735,Nightlife Spot
5,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735,Food
5,Dim Sum Restaurant,4bf58dd8d48988d1f5931735,Food
5,Asian Restaurant,4bf58dd8d48988d142941735,Food
5,Chinese Restaurant,4bf58dd8d48988d145941735,Food
5,Dim Sum Restaurant,4bf58dd8d48988d1f5931735,Food
5,Chinese Restaurant,4bf58dd8d48988d145941735,Food
5,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735,Food
5,Steakhouse,4bf58dd8d48988d1cc941735,Food
5,Noodle House,4bf58dd8d48988d1d1941735,Food
5,Noodle House,4bf58dd8d48988d1d1941735,Food
5,Food Court,4bf58dd8d48988d120951735,Food
5,Chinese Restaurant,4bf58dd8d48988d145941735,Food
5,Wings Joint,4bf58dd8d48988d14c941735,Food
5,Noodle House,4bf58dd8d48988d1d1941735,Food
5,Dessert Shop,4bf58dd8d48988d1d0941735,Food
5,Coffee Shop,4bf58dd8d48988d1e0931735,Food
5,Seafood Restaurant,4bf58dd8d48988d1ce941735,Food
5,General Entertainment,4bf58dd8d48988d1f1931735,Arts & Entertainment
5,Chinese Restaurant,4bf58dd8d48988d145941735,Food
6,Indian Restaurant,4bf58dd8d48988d10f941735,Food
6,Noodle House,4bf58dd8d48988d1d1941735,Food
6,Food Court,4bf58dd8d48988d120951735,Food
6,Stadium,4bf58dd8d48988d184941735,Arts & Entertainment
6,Kitchen Supply Store,58daa1558bbb0b01f18ec1b4,Shop & Service
6,Ice Cream Shop,4bf58dd8d48988d1c9941735,Food
6,Café,4bf58dd8d48988d16d941735,Food
6,Indian Restaurant,4bf58dd8d48988d10f941735,Food
6,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761,Food
6,Food Court,4bf58dd8d48988d120951735,Food
6,Indonesian Restaurant,4deefc054765f83613cdba6f,Food
7,Hotel,4bf58dd8d48988d1fa931735,Not A Match
7,Bubble Tea Shop,52e81612bcbc57f1066b7a0c,Food
7,Japanese Restaurant,4bf58dd8d48988d111941735,Food
7,Park,4bf58dd8d48988d163941735,Outdoors & Recreation
7,Japanese Restaurant,4bf58dd8d48988d111941735,Food
7,General Entertainment,4bf58dd8d48988d1f1931735,Arts & Entertainment
7,Park,4bf58dd8d48988d163941735,Outdoors & Recreation
7,Cosmetics Shop,4bf58dd8d48988d10c951735,Shop & Service
7,Dessert Shop,4bf58dd8d48988d1d0941735,Food
7,Bar,4bf58dd8d48988d116941735,Nightlife Spot
7,Japanese Restaurant,4bf58dd8d48988d111941735,Food
7,Hotpot Restaurant,52af0bd33cf9994f4e043bdd,Food
7,Korean Restaurant,4bf58dd8d48988d113941735,Food
7,Cosmetics Shop,4bf58dd8d48988d10c951735,Shop & Service
7,Gift Shop,4bf58dd8d48988d128951735,Shop & Service
7,Hotel,4bf58dd8d48988d1fa931735,Not A Match
7,Arts & Crafts Store,4bf58dd8d48988d127951735,Shop & Service
7,Soup Place,4bf58dd8d48988d1dd931735,Food
7,Steakhouse,4bf58dd8d48988d1cc941735,Food
7,Asian Restaurant,4bf58dd8d48988d142941735,Food
7,English Restaurant,52e81612bcbc57f1066b7a05,Food
7,Miscellaneous Shop,4bf58dd8d48988d1ff941735,Shop & Service
7,Shopping Mall,4bf58dd8d48988d1fd941735,Shop & Service
7,Spa,4bf58dd8d48988d1ed941735,Shop & Service
7,Optical Shop,4d954afda243a5684865b473,Shop & Service
7,Hobby Shop,4bf58dd8d48988d1fb941735,Shop & Service
7,Coffee Shop,4bf58dd8d48988d1e0931735,Food
7,Ramen Restaurant,55a59bace4b013909087cb24,Food
7,Japanese Restaurant,4bf58dd8d48988d111941735,Food
7,Indonesian Restaurant,4deefc054765f83613cdba6f,Food
8,Italian Restaurant,4bf58dd8d48988d110941735,Food
8,Bus Line,4bf58dd8d48988d12b951735,Not A Match
8,Restaurant,4bf58dd8d48988d1c4941735,Food
8,Athletics & Sports,4f4528bc4b90abdf24c9de85,Outdoors & Recreation
8,Bus Line,4bf58dd8d48988d12b951735,Not A Match
8,Bus Line,4bf58dd8d48988d12b951735,Not A Match
8,Coffee Shop,4bf58dd8d48988d1e0931735,Food
8,Pizza Place,4bf58dd8d48988d1ca941735,Food
8,Pharmacy,4bf58dd8d48988d10f951735,Shop & Service
9,Cocktail Bar,4bf58dd8d48988d11e941735,Nightlife Spot
9,Hotel,4bf58dd8d48988d1fa931735,Not A Match
9,Hotel,4bf58dd8d48988d1fa931735,Not A Match
9,Bar,4bf58dd8d48988d116941735,Nightlife Spot
9,Dessert Shop,4bf58dd8d48988d1d0941735,Food
9,Ice Cream Shop,4bf58dd8d48988d1c9941735,Food
9,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735,Food
9,Thai Restaurant,4bf58dd8d48988d149941735,Food
9,Wine Bar,4bf58dd8d48988d123941735,Nightlife Spot
9,Art Gallery,4bf58dd8d48988d1e2931735,Arts & Entertainment
9,Tea Room,4bf58dd8d48988d1dc931735,Food
9,Shopping Mall,4bf58dd8d48988d1fd941735,Shop & Service
9,Beer Bar,56aa371ce4b08b9a8d57356c,Nightlife Spot
9,Jazz Club,4bf58dd8d48988d1e7931735,Arts & Entertainment
9,Gym / Fitness Center,4bf58dd8d48988d175941735,Outdoors & Recreation
9,Café,4bf58dd8d48988d16d941735,Food
9,Bakery,4bf58dd8d48988d16a941735,Food
9,Bubble Tea Shop,52e81612bcbc57f1066b7a0c,Food
9,Cocktail Bar,4bf58dd8d48988d11e941735,Nightlife Spot
9,Bar,4bf58dd8d48988d116941735,Nightlife Spot
9,Chinese Restaurant,4bf58dd8d48988d145941735,Food
9,Shopping Mall,4bf58dd8d48988d1fd941735,Shop & Service
9,Movie Theater,4bf58dd8d48988d17f941735,Arts & Entertainment
9,Bed & Breakfast,4bf58dd8d48988d1f8931735,Not A Match
9,Italian Restaurant,4bf58dd8d48988d110941735,Food
9,Restaurant,4bf58dd8d48988d1c4941735,Food
9,Hotel,4bf58dd8d48988d1fa931735,Not A Match
9,Arts & Crafts Store,4bf58dd8d48988d127951735,Shop & Service
9,Salon / Barbershop,4bf58dd8d48988d110951735,Shop & Service
9,Gift Shop,4bf58dd8d48988d128951735,Shop & Service
10,Movie Theater,4bf58dd8d48988d17f941735,Arts & Entertainment
10,Bubble Tea Shop,52e81612bcbc57f1066b7a0c,Food
10,Japanese Restaurant,4bf58dd8d48988d111941735,Food
10,Gift Shop,4bf58dd8d48988d128951735,Shop & Service
10,Whisky Bar,4bf58dd8d48988d122941735,Nightlife Spot
10,General Entertainment,4bf58dd8d48988d1f1931735,Arts & Entertainment
10,Hotpot Restaurant,52af0bd33cf9994f4e043bdd,Food
10,Miscellaneous Shop,4bf58dd8d48988d1ff941735,Shop & Service
10,Dessert Shop,4bf58dd8d48988d1d0941735,Food
10,Gaming Cafe,4bf58dd8d48988d18d941735,Shop & Service
10,Arts & Crafts Store,4bf58dd8d48988d127951735,Shop & Service
10,Cosmetics Shop,4bf58dd8d48988d10c951735,Shop & Service
10,Yoga Studio,4bf58dd8d48988d102941735,Outdoors & Recreation
10,Shopping Mall,4bf58dd8d48988d1fd941735,Shop & Service
10,Café,4bf58dd8d48988d16d941735,Food
10,Indonesian Restaurant,4deefc054765f83613cdba6f,Food
10,Multiplex,4bf58dd8d48988d180941735,Arts & Entertainment
10,Soup Place,4bf58dd8d48988d1dd931735,Food
10,Other Repair Shop,52f2ab2ebcbc57f1066b8b2f,Shop & Service
10,Clothing Store,4bf58dd8d48988d103951735,Shop & Service
10,Hobby Shop,4bf58dd8d48988d1fb941735,Shop & Service
10,Café,4bf58dd8d48988d16d941735,Food
10,Museum,4bf58dd8d48988d181941735,Arts & Entertainment
10,Bubble Tea Shop,52e81612bcbc57f1066b7a0c,Food
10,Optical Shop,4d954afda243a5684865b473,Shop & Service
10,Sushi Restaurant,4bf58dd8d48988d1d2941735,Food
10,Japanese Restaurant,4bf58dd8d48988d111941735,Food
10,Park,4bf58dd8d48988d163941735,Outdoors & Recreation
10,Salad Place,4bf58dd8d48988d1bd941735,Food
10,Snack Place,4bf58dd8d48988d1c7941735,Food
11,Japanese Restaurant,4bf58dd8d48988d111941735,Food
11,Hotel,4bf58dd8d48988d1fa931735,Not A Match
11,Japanese Restaurant,4bf58dd8d48988d111941735,Food
11,Japanese Restaurant,4bf58dd8d48988d111941735,Food
11,Italian Restaurant,4bf58dd8d48988d110941735,Food
11,Japanese Restaurant,4bf58dd8d48988d111941735,Food
11,Spanish Restaurant,4bf58dd8d48988d150941735,Food
11,Gym,4bf58dd8d48988d176941735,Outdoors & Recreation
11,Hotel,4bf58dd8d48988d1fa931735,Not A Match
11,Gym / Fitness Center,4bf58dd8d48988d175941735,Outdoors & Recreation
11,Hotel,4bf58dd8d48988d1fa931735,Not A Match
11,Hotel,4bf58dd8d48988d1fa931735,Not A Match
11,Cocktail Bar,4bf58dd8d48988d11e941735,Nightlife Spot
11,Breakfast Spot,4bf58dd8d48988d143941735,Food
11,Restaurant,4bf58dd8d48988d1c4941735,Food
11,Breakfast Spot,4bf58dd8d48988d143941735,Food
11,Buffet,52e81612bcbc57f1066b79f4,Food
11,Hotel,4bf58dd8d48988d1fa931735,Not A Match
11,French Restaurant,4bf58dd8d48988d10c941735,Food
11,Chinese Restaurant,4bf58dd8d48988d145941735,Food
11,Chinese Restaurant,4bf58dd8d48988d145941735,Food
11,Hotel,4bf58dd8d48988d1fa931735,Not A Match
11,Cantonese Restaurant,52af3a7c3cf9994f4e043bed,Food
11,Japanese Restaurant,4bf58dd8d48988d111941735,Food
11,Bakery,4bf58dd8d48988d16a941735,Food
11,Steakhouse,4bf58dd8d48988d1cc941735,Food
11,Asian Restaurant,4bf58dd8d48988d142941735,Food
11,Gym Pool,4bf58dd8d48988d105941735,Outdoors & Recreation
11,American Restaurant,4bf58dd8d48988d14e941735,Food
11,Diner,4bf58dd8d48988d147941735,Food
12,Seafood Restaurant,4bf58dd8d48988d1ce941735,Food
12,Bus Station,4bf58dd8d48988d1fe931735,Not A Match
12,Bus Stop,52f2ab2ebcbc57f1066b8b4f,Not A Match
12,Soup Place,4bf58dd8d48988d1dd931735,Food
12,Athletics & Sports,4f4528bc4b90abdf24c9de85,Outdoors & Recreation
12,Bus Station,4bf58dd8d48988d1fe931735,Not A Match
12,Restaurant,4bf58dd8d48988d1c4941735,Food
13,Bakery,4bf58dd8d48988d16a941735,Food
13,Noodle House,4bf58dd8d48988d1d1941735,Food
13,Market,50be8ee891d4fa8dcc7199a7,Shop & Service
13,Food Court,4bf58dd8d48988d120951735,Food
13,Bus Station,4bf58dd8d48988d1fe931735,Not A Match
13,Chinese Restaurant,4bf58dd8d48988d145941735,Food
13,Betting Shop,52f2ab2ebcbc57f1066b8b40,Shop & Service
14,Food Court,4bf58dd8d48988d120951735,Food
14,BBQ Joint,4bf58dd8d48988d1df931735,Food
14,Seafood Restaurant,4bf58dd8d48988d1ce941735,Food
14,Performing Arts Venue,4bf58dd8d48988d1f2931735,Arts & Entertainment
14,Cantonese Restaurant,52af3a7c3cf9994f4e043bed,Food
14,Noodle House,4bf58dd8d48988d1d1941735,Food
14,Chinese Restaurant,4bf58dd8d48988d145941735,Food
14,Noodle House,4bf58dd8d48988d1d1941735,Food
14,Dim Sum Restaurant,4bf58dd8d48988d1f5931735,Food
14,Asian Restaurant,4bf58dd8d48988d142941735,Food
14,Noodle House,4bf58dd8d48988d1d1941735,Food
14,Food Court,4bf58dd8d48988d120951735,Food
14,Noodle House,4bf58dd8d48988d1d1941735,Food
14,Chinese Restaurant,4bf58dd8d48988d145941735,Food
14,Dessert Shop,4bf58dd8d48988d1d0941735,Food
14,Noodle House,4bf58dd8d48988d1d1941735,Food
14,Noodle House,4bf58dd8d48988d1d1941735,Food
14,Snack Place,4bf58dd8d48988d1c7941735,Food
14,Coffee Shop,4bf58dd8d48988d1e0931735,Food
14,Dessert Shop,4bf58dd8d48988d1d0941735,Food
14,BBQ Joint,4bf58dd8d48988d1df931735,Food
14,Italian Restaurant,4bf58dd8d48988d110941735,Food
14,Steakhouse,4bf58dd8d48988d1cc941735,Food
14,Chinese Restaurant,4bf58dd8d48988d145941735,Food
14,Dessert Shop,4bf58dd8d48988d1d0941735,Food
14,Noodle House,4bf58dd8d48988d1d1941735,Food
14,Noodle House,4bf58dd8d48988d1d1941735,Food
14,Grocery Store,4bf58dd8d48988d118951735,Shop & Service
14,Supermarket,52f2ab2ebcbc57f1066b8b46,Shop & Service
14,Bus Stop,52f2ab2ebcbc57f1066b8b4f,Not A Match
15,Lounge,4bf58dd8d48988d121941735,Nightlife Spot
15,Photography Studio,554a5e17498efabeda6cc559,Shop & Service
15,French Restaurant,4bf58dd8d48988d10c941735,Food
16,Dessert Shop,4bf58dd8d48988d1d0941735,Food
16,Coffee Shop,4bf58dd8d48988d1e0931735,Food
16,Ice Cream Shop,4bf58dd8d48988d1c9941735,Food
16,Café,4bf58dd8d48988d16d941735,Food
16,Sushi Restaurant,4bf58dd8d48988d1d2941735,Food
16,Chinese Restaurant,4bf58dd8d48988d145941735,Food
16,Japanese Restaurant,4bf58dd8d48988d111941735,Food
16,Sporting Goods Shop,4bf58dd8d48988d1f2941735,Shop & Service
16,Bagel Shop,4bf58dd8d48988d179941735,Food
16,Ramen Restaurant,55a59bace4b013909087cb24,Food
16,Cupcake Shop,4bf58dd8d48988d1bc941735,Food
16,Chinese Restaurant,4bf58dd8d48988d145941735,Food
16,Hotpot Restaurant,52af0bd33cf9994f4e043bdd,Food
16,Hong Kong Restaurant,52af3add3cf9994f4e043bf5,Food
16,Hotel,4bf58dd8d48988d1fa931735,Not A Match
16,Chinese Restaurant,4bf58dd8d48988d145941735,Food
16,German Restaurant,4bf58dd8d48988d10d941735,Food
16,Supermarket,52f2ab2ebcbc57f1066b8b46,Shop & Service
16,Massage Studio,52f2ab2ebcbc57f1066b8b3c,Shop & Service
16,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735,Food
16,Juice Bar,4bf58dd8d48988d112941735,Food
16,Gym,4bf58dd8d48988d176941735,Outdoors & Recreation
16,Sandwich Place,4bf58dd8d48988d1c5941735,Food
16,Italian Restaurant,4bf58dd8d48988d110941735,Food
16,Café,4bf58dd8d48988d16d941735,Food
16,Vietnamese Restaurant,4bf58dd8d48988d14a941735,Food
16,Coffee Shop,4bf58dd8d48988d1e0931735,Food
16,Café,4bf58dd8d48988d16d941735,Food
16,Supermarket,52f2ab2ebcbc57f1066b8b46,Shop & Service
16,Italian Restaurant,4bf58dd8d48988d110941735,Food
17,Dessert Shop,4bf58dd8d48988d1d0941735,Food
17,Chinese Restaurant,4bf58dd8d48988d145941735,Food
17,Frozen Yogurt Shop,512e7cae91d4cbb4e5efe0af,Food
17,Kitchen Supply Store,58daa1558bbb0b01f18ec1b4,Shop & Service
17,Thai Restaurant,4bf58dd8d48988d149941735,Food
17,Supermarket,52f2ab2ebcbc57f1066b8b46,Shop & Service
17,Food Court,4bf58dd8d48988d120951735,Food
17,Asian Restaurant,4bf58dd8d48988d142941735,Food
17,Fast Food Restaurant,4bf58dd8d48988d16e941735,Food
17,Athletics & Sports,4f4528bc4b90abdf24c9de85,Outdoors & Recreation
17,Coffee Shop,4bf58dd8d48988d1e0931735,Food
17,Food Court,4bf58dd8d48988d120951735,Food
17,Sandwich Place,4bf58dd8d48988d1c5941735,Food
17,Chinese Restaurant,4bf58dd8d48988d145941735,Food
17,Pharmacy,4bf58dd8d48988d10f951735,Shop & Service
17,Chinese Restaurant,4bf58dd8d48988d145941735,Food
17,Bookstore,4bf58dd8d48988d114951735,Shop & Service
17,Café,4bf58dd8d48988d16d941735,Food
17,Fish & Chips Shop,4edd64a0c7ddd24ca188df1a,Food
17,Fast Food Restaurant,4bf58dd8d48988d16e941735,Food
17,Coffee Shop,4bf58dd8d48988d1e0931735,Food
17,Café,4bf58dd8d48988d16d941735,Food
17,Supermarket,52f2ab2ebcbc57f1066b8b46,Shop & Service
17,Metro Station,4bf58dd8d48988d1fd931735,Not A Match
17,Sushi Restaurant,4bf58dd8d48988d1d2941735,Food
17,Fast Food Restaurant,4bf58dd8d48988d16e941735,Food
17,Gym,4bf58dd8d48988d176941735,Outdoors & Recreation
17,Dessert Shop,4bf58dd8d48988d1d0941735,Food
17,Japanese Restaurant,4bf58dd8d48988d111941735,Food
17,Pizza Place,4bf58dd8d48988d1ca941735,Food
18,Italian Restaurant,4bf58dd8d48988d110941735,Food
18,Motorcycle Shop,5032833091d4c4b30a586d60,Shop & Service
18,Café,4bf58dd8d48988d16d941735,Food
18,Spa,4bf58dd8d48988d1ed941735,Shop & Service
18,Café,4bf58dd8d48988d16d941735,Food
18,Park,4bf58dd8d48988d163941735,Outdoors & Recreation
18,Japanese Restaurant,4bf58dd8d48988d111941735,Food
18,Train Station,4bf58dd8d48988d129951735,Not A Match
18,Spa,4bf58dd8d48988d1ed941735,Shop & Service
18,Supermarket,52f2ab2ebcbc57f1066b8b46,Shop & Service
18,Chinese Restaurant,4bf58dd8d48988d145941735,Food
18,Sandwich Place,4bf58dd8d48988d1c5941735,Food
18,Food Court,4bf58dd8d48988d120951735,Food
18,Cosmetics Shop,4bf58dd8d48988d10c951735,Shop & Service
18,Restaurant,4bf58dd8d48988d1c4941735,Food
18,Bus Stop,52f2ab2ebcbc57f1066b8b4f,Not A Match
18,Shopping Mall,4bf58dd8d48988d1fd941735,Shop & Service
18,Clothing Store,4bf58dd8d48988d103951735,Shop & Service
18,Steakhouse,4bf58dd8d48988d1cc941735,Food
18,Convenience Store,4d954b0ea243a5684a65b473,Shop & Service
18,Coffee Shop,4bf58dd8d48988d1e0931735,Food
18,Food Court,4bf58dd8d48988d120951735,Food
19,Tea Room,4bf58dd8d48988d1dc931735,Food
19,Spa,4bf58dd8d48988d1ed941735,Shop & Service
19,Grocery Store,4bf58dd8d48988d118951735,Shop & Service
